min_gap_atr,sl_atr_mult,rr_target,min_body_ratio,min_range_atr,max_ifvg_age,clean_break_buffer_atr,touch_tol_atr,train_trades,train_profit_factor,train_win_rate,train_expectancy_r,test_trades,test_profit_factor,test_win_rate,test_expectancy_r,test_net_pnl_usd,test_max_drawdown_usd,test_avg_bars_held
0.75,0.75,1.5,0.7,0.6,60,0.1,0.0,56,1.8630173149444549,0.5535714285714286,0.3969805361447472,29,2.2172432934270265,0.5862068965517241,0.41011939627282673,4001.9554231495713,-1092.8104160314324,2.7586206896551726
0.75,0.75,1.5,0.7,0.4,60,0.1,0.0,56,1.8630173149444549,0.5535714285714286,0.3969805361447472,29,2.2172432934270265,0.5862068965517241,0.41011939627282673,4001.9554231495713,-1092.8104160314324,2.7586206896551726
0.75,0.75,1.5,0.7,0.8,60,0.1,0.0,56,1.8630173149444549,0.5535714285714286,0.3969805361447472,29,2.2172432934270265,0.5862068965517241,0.41011939627282673,4001.9554231495713,-1092.8104160314324,2.7586206896551726
0.75,0.75,1.5,0.7,0.4,120,0.1,0.05,53,1.8591157044060729,0.5471698113207547,0.3679072902319253,28,2.475429698791765,0.6071428571428571,0.46295850068590827,4066.5155872506075,-1385.5976642864262,2.4285714285714284
0.75,0.75,1.5,0.7,0.6,120,0.1,0.05,53,1.8591157044060729,0.5471698113207547,0.3679072902319253,28,2.475429698791765,0.6071428571428571,0.46295850068590827,4066.5155872506075,-1385.5976642864262,2.4285714285714284
0.75,0.75,1.5,0.7,0.8,120,0.1,0.05,53,1.8591157044060729,0.5471698113207547,0.3679072902319253,28,2.475429698791765,0.6071428571428571,0.46295850068590827,4066.5155872506075,-1385.5976642864262,2.4285714285714284
0.75,0.75,1.5,0.5,0.4,60,0.05,0.05,65,1.8447700523110548,0.5384615384615384,0.3501075276796465,32,2.5224510066264956,0.59375,0.5066844900686965,4990.0405338938435,-1087.7114875833286,2.59375
0.75,0.75,1.5,0.5,0.6,60,0.05,0.05,65,1.8447700523110548,0.5384615384615384,0.3501075276796465,32,2.5224510066264956,0.59375,0.5066844900686965,4990.0405338938435,-1087.7114875833286,2.59375
0.75,0.75,1.5,0.5,0.8,60,0.05,0.05,65,1.8447700523110548,0.5384615384615384,0.3501075276796465,32,2.5224510066264956,0.59375,0.5066844900686965,4990.0405338938435,-1087.7114875833286,2.59375
0.75,0.75,1.5,0.5,0.6,90,0.05,0.05,63,1.839833716126982,0.5396825396825397,0.34467138706253686,31,2.3351330338816196,0.5806451612903226,0.4472615612491092,4438.211985360089,-1087.7114875833286,2.4516129032258065
0.75,0.75,1.5,0.5,0.8,90,0.05,0.05,63,1.839833716126982,0.5396825396825397,0.34467138706253686,31,2.3351330338816196,0.5806451612903226,0.4472615612491092,4438.211985360089,-1087.7114875833286,2.4516129032258065
